pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options,links_to_card_by_id
dwl,The Dunwich Legacy,investigator,Investigator,rogue,Rogue,3,FALSE,FALSE,02003,Jenny Barnes,Jenny Barnes,The Dilettante,"You collect 1 additional resource during each upkeep phase.
[elder_sign] effect: +1 for each resource you have.","You collect 1 additional resource during each upkeep phase.
[elder_sign] effect: +1 for each resource you have.",1,3,3,3,3,8,FALSE,7,1,,Drifter.,Drifter.,"{'size': 30, 'card': {'02010': {'02010': '02010', '98002': '98002', '90085': '90085'}, '02011': {'02011': '02011', '98003': '98003', '90086': '90086'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['rogue', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 cards that are not Rogue or Neutral'}]","""No more 'Miss Barnes' from you. My friends call me Jenny.""",Tony Foti,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Rogue cards ([rogue]) level 0-5, Neutral cards level 0-5, up to five other level 0 cards from any other class.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Jenny's Twin .45s, Searching for Izzie, 1 random basic weakness.","Jenny Barnes has spent the majority of her young life in pursuit of creature comforts, fine dining, and the latest fashions. That all changed when she received a letter from her sister, Isabelle. In this letter, Isabelle confessed that mysterious forces were aligning against her and that she feared she may fall victim to some paranormal threat. It was the last letter Jenny received from her beloved sister. Jenny has since returned to the States to track down and investigate all occult occurrences she can find. Hardly a wilting flower, she has proven herself a crack shot as well as a fearless and clever investigator of the unknown. Until Isabelle's disappearance is explained, Jenny will never relent in her search.",59efc32c-d826-4e60-b362-a6e253284c35:ce506bfb-6cb7-4ac0-ae93-20b21723d269,https://arkhamdb.com/card/02003,/bundles/cards/02003.png,/bundles/cards/02003b.png,,['90084'],,,,,,"{'date': '2019-04-23 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02003
dwl,The Dunwich Legacy,investigator,Investigator,mystic,Mystic,4,FALSE,FALSE,02004,Jim Culver,Jim Culver,The Musician,"Treat the modifier on [skull] tokens you reveal as ""0.""
Anytime you reveal a [elder_sign] token, you may choose to instead treat it as a [skull] token.
[elder_sign] effect: +1.","Treat the modifier on [skull] tokens you reveal as ""0.""
Anytime you reveal a [elder_sign] token, you may choose to instead treat it as a [skull] token.
[elder_sign] effect: +1.",1,4,3,3,2,7,FALSE,8,1,,Performer.,Performer.,"{'size': 30, 'card': {'02012': {'02012': '02012', '90050': '90050'}, '02013': {'02013': '02013', '90051': '90051'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 cards that are not Mystic or Neutral'}]","""No, not quiet at all. Dead folks get downright rambunctious when I play my horn.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-5, Neutral cards level 0-5, up to five other level 0 cards from any other class.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Jim's Trumpet, Final Rhapsody, 1 random basic weakness.","Jazz has been nothing but trouble for Jim since the day he picked up his daddy's trumpet. There was something weird and otherworldly about the writing on the inside of the bell, but the tones from it were smooth and dark, like good coffee. That trumpet landed Jim a lot of gigs until the time it made Widow Jenkins get up and dance, the day he played at her funeral. After that, it was kind of hard to find work. Since then, Jim has learned a lot about jazz - and the things the graveyard ghouls talk about on cold autumn nights. Lately, they've been talking about The End, as in the end of everything that is and could be. The Final Rhapsody. The fact is, Jim isn't too keen on that idea.",f295467a-14fb-4f4d-b2f5-5ebfd8857e3a:8e7047c8-a9fe-4ecf-b6ae-dca282157d26,https://arkhamdb.com/card/02004,/bundles/cards/02004.png,/bundles/cards/02004b.png,,['90049'],,,,,,"{'date': '2019-04-23 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02004
dwl,The Dunwich Legacy,investigator,Investigator,survivor,Survivor,5,FALSE,FALSE,02005,"""Ashcan"" Pete","""Ashcan"" Pete",The Drifter,"You begin the game with Duke in play.
[free] Discard a card from your hand: Ready an asset you control. (Limit once per round.)
[elder_sign] effect: +2. Ready Duke.","You begin the game with Duke in play.
[free] Discard a card from your hand: Ready an asset you control. (Limit once per round.)
[elder_sign] effect: +2. Ready Duke.",1,4,2,2,3,6,FALSE,5,1,,Drifter.,Drifter.,"{'size': 30, 'card': {'02014': {'02014': '02014', '90047': '90047'}, '02015': {'02015': '02015', '90048': '90048'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['survivor', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 cards that are not Survivor or Neutral'}]","""C'mere, boy. We got work to do.""",Jake Murray,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Survivor cards ([survivor]) level 0-5, Neutral cards level 0-5, up to five other level 0 cards from any other class.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Duke, Wracked by Nightmares, 1 random basic weakness.","At night, ""Ashcan"" Pete sleeps wherever his travels take him: in a field, on a train, or maybe, if he's lucky, in a barn. He bunks with his loyal hound dog, Duke, on one side and his beat-up guitar on the other. And sometimes when Pete sleeps, he dreams. He dreams of haunted, tortured places and of horrible creatures. When he wakes up, he knows that someone needs his help, because his dreams are true. He could not say how long he has been on the road, living by his wits, but he can say for certain no place is too far to go to help someone in need. And as long as Pete can help people, he is not likely to stop wandering any time soon.",d448218b-7006-4670-a39c-08cd41e44df4:be102e93-b5b5-4aad-b132-20533ac9c5a7,https://arkhamdb.com/card/02005,/bundles/cards/02005.png,/bundles/cards/02005b.png,,['90046'],,,,,,"{'date': '2019-04-23 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02005
dwl,The Dunwich Legacy,asset,Asset,neutral,Neutral,6,FALSE,FALSE,02006,Zoey's Cross,Zoey's Cross,Symbol of Righteousness,"Zoey Samaras deck only.
[reaction] After an enemy becomes engaged with you, exhaust Zoey's Cross and spend 1 resource: Deal 1 damage to that enemy.","Zoey Samaras deck only.
[reaction] After an enemy becomes engaged with you, exhaust Zoey's Cross and spend 1 resource: Deal 1 damage to that enemy.",1,,,2,,,FALSE,,1,Accessory,Item. Charm.,Item. Charm.,,,,Preston Stone,TRUE,FALSE,FALSE,,,e84c8e62-7793-4783-a32a-07f31664503c,https://arkhamdb.com/card/02006,/bundles/cards/02006.png,,,,1,,Accessory,,,,1,{'investigator': {'02001': '02001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02001
dwl,The Dunwich Legacy,treachery,Treachery,neutral,Neutral,7,FALSE,FALSE,02007,Smite the Wicked,Smite the Wicked,,"<b>Revelation</b> - Discard cards from the top of the encounter deck until an enemy is discarded. Attach Smite the Wicked to that enemy and spawn it at the location farthest from you.
<b>Forced</b> - When the game ends, if attached enemy is in play: Zoey Samaras suffers 1 mental trauma.","<b>Revelation</b> - Discard cards from the top of the encounter deck until an enemy is discarded. Attach Smite the Wicked to that enemy and spawn it at the location farthest from you.
<b>Forced</b> - When the game ends, if attached enemy is in play: Zoey Samaras suffers 1 mental trauma.",1,,,,,,FALSE,,1,,Task.,Task.,,,,Preston Stone,FALSE,FALSE,FALSE,,,7696f7c3-7d82-43d3-a985-ebbc70a98115,https://arkhamdb.com/card/02007,/bundles/cards/02007.png,,,,,,,weakness,Weakness,"{'date': '2017-02-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,{'investigator': {'02001': '02001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02001
dwl,The Dunwich Legacy,event,Event,neutral,Neutral,8,FALSE,FALSE,02008,Search for the Truth,Search for the Truth,,"Rex Murphy deck only.
Draw X cards, where X is the number of clues on Rex Murphy (to a maximum of 5).","Rex Murphy deck only.
Draw X cards, where X is the number of clues on Rex Murphy (to a maximum of 5).",1,,2,,,,FALSE,,1,,Insight.,Insight.,,,"When things went his way, which wasn't often these days, Rex was a good reporter, with a nose for a story and an eye for detail... <cite>Graham McNeill, Ghouls of the Miskatonic,</cite>",Torstein Nordstrand,FALSE,FALSE,FALSE,,,3eb82dae-9254-487b-8d9f-217bb055a27b,https://arkhamdb.com/card/02008,/bundles/cards/02008.png,,,,1,,,,,,1,{'investigator': {'02002': '02002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02002
dwl,The Dunwich Legacy,treachery,Treachery,neutral,Neutral,9,FALSE,FALSE,02009,Rex's Curse,Rex's Curse,,"<b>Revelation</b> - Put Rex's Curse into play in your threat area.
<b>Forced</b> - When you would succeed at a skill test: Return the revealed chaos token to the bag and reveal a new chaos token. If this effect causes you to fail the test, shuffle Rex's Curse into your deck. (Limit once per test.)","<b>Revelation</b> - Put Rex's Curse into play in your threat area.
<b>Forced</b> - When you would succeed at a skill test: Return the revealed chaos token to the bag and reveal a new chaos token. If this effect causes you to fail the test, shuffle Rex's Curse into your deck. (Limit once per test.)",1,,,,,,FALSE,,1,,Curse.,Curse.,,,,Falk,FALSE,FALSE,FALSE,,,77176fab-fe89-41dc-b8f6-9a061f92d18e,https://arkhamdb.com/card/02009,/bundles/cards/02009.png,,,,,,,weakness,Weakness,,,{'investigator': {'02002': '02002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02002
dwl,The Dunwich Legacy,asset,Asset,neutral,Neutral,10,FALSE,FALSE,02010,Jenny's Twin .45s,Jenny's Twin .45s,A Perfect Fit,"Jenny Barnes deck only. Uses (X ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. This attack deals +1 damage.","Jenny Barnes deck only. Uses (X ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. This attack deals +1 damage.",1,,,,2,,FALSE,,1,Hand x2,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,"""...Say, are those Mr. Donohue's guns?"" Jenny held a pistol over her shoulder and struck a pose. ""I think they suit me better than him. Don't you agree?""",John Pacer,TRUE,FALSE,FALSE,,,0c449dae-56f9-4ba8-abfb-fef861a0497d,https://arkhamdb.com/card/02010,/bundles/cards/02010.png,,,,-2,,Hand x2,,,,1,{'investigator': {'02003': '02003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02003
dwl,The Dunwich Legacy,treachery,Treachery,neutral,Neutral,11,FALSE,FALSE,02011,Searching for Izzie,Searching for Izzie,,"<b>Revelation</b> - Attach Searching for Izzie to the location farthest from you.
[action] [action]: <b>Investigate.</b> If you succeed, instead of discovering clues, discard Searching for Izzie.
<b>Forced</b> - When the game ends, if Searching for Izzie is in play: Jenny Barnes suffers 1 mental trauma.","<b>Revelation</b> - Attach Searching for Izzie to the location farthest from you.
[action] [action]: <b>Investigate.</b> If you succeed, instead of discovering clues, discard Searching for Izzie.
<b>Forced</b> - When the game ends, if Searching for Izzie is in play: Jenny Barnes suffers 1 mental trauma.",1,,,,,,FALSE,,1,,Task.,Task.,,,,Jeff Lee Johnson,FALSE,FALSE,FALSE,,,2333216b-2b9f-4aea-a298-ffcb40d7d527,https://arkhamdb.com/card/02011,/bundles/cards/02011.png,,,,,,,weakness,Weakness,"{'date': '2017-02-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,{'investigator': {'02003': '02003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02003
dwl,The Dunwich Legacy,asset,Asset,neutral,Neutral,12,FALSE,FALSE,02012,Jim's Trumpet,Jim's Trumpet,The Dead Listen,"Jim Culver deck only.
[reaction] When a [skull] token is revealed during a skill test, exhaust Jim's Trumpet: Heal 1 horror from an investigator at your location or a connecting location.","Jim Culver deck only.
[reaction] When a [skull] token is revealed during a skill test, exhaust Jim's Trumpet: Heal 1 horror from an investigator at your location or a connecting location.",1,2,,,,,FALSE,,1,Hand,Item. Instrument. Relic.,Item. Instrument. Relic.,,,"Daddy used to say, ""Jazz is a lot like liquor, it makes everything go down a little smoother."" Daddy used to say a lot of stupid things.",John Pacer,TRUE,FALSE,FALSE,,,6586c06a-8294-48f2-b99f-fc26db18f20f,https://arkhamdb.com/card/02012,/bundles/cards/02012.png,,,,2,,Hand,,,,1,{'investigator': {'02004': '02004'}},hh.,,,,,,,,,,,,,,,,,,,,,,,,,,,02004
dwl,The Dunwich Legacy,treachery,Treachery,neutral,Neutral,13,FALSE,FALSE,02013,Final Rhapsody,Final Rhapsody,,"<b>Revelation</b> - Reveal 5 chaos tokens from the chaos bag. For each [skull] and [auto_fail] token revealed, take 1 damage and 1 horror.","<b>Revelation</b> - Reveal 5 chaos tokens from the chaos bag. For each [skull] and [auto_fail] token revealed, take 1 damage and 1 horror.",1,,,,,,FALSE,,1,,Endtimes.,Endtimes.,,,"When the dead start talking about what scares them, that's when it's time to listen.",Preston Stone,FALSE,FALSE,FALSE,,,8c786481-e9f3-4fad-bfcc-ed4d78bd8064,https://arkhamdb.com/card/02013,/bundles/cards/02013.png,,,,,,,weakness,Weakness,,,{'investigator': {'02004': '02004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02004
dwl,The Dunwich Legacy,asset,Asset,neutral,Neutral,14,FALSE,FALSE,02014,Duke,Duke,Loyal Hound,"""Ashcan"" Pete deck only.
[action] Exhaust Duke: <b>Fight.</b> You attack with a base [combat] skill of 4. This attack deals +1 damage.
[action] Exhaust Duke: <b>Investigate.</b> You investigate with a base [intellect] skill of 4. You may move to a connecting location immediately before investigating with this effect.","""Ashcan"" Pete deck only.
[action] Exhaust Duke: <b>Fight.</b> You attack with a base [combat] skill of 4. This attack deals +1 damage.
[action] Exhaust Duke: <b>Investigate.</b> You investigate with a base [intellect] skill of 4. You may move to a connecting location immediately before investigating with this effect.",1,,,,,2,FALSE,3,1,,Ally. Creature.,Ally. Creature.,,,,Owen William Weber,TRUE,FALSE,FALSE,,,8c887537-5b28-4dcc-85ed-c0ebf9d25a60,https://arkhamdb.com/card/02014,/bundles/cards/02014.png,,,,2,,,,,,,{'investigator': {'02005': '02005'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02005
dwl,The Dunwich Legacy,treachery,Treachery,neutral,Neutral,15,FALSE,FALSE,02015,Wracked by Nightmares,Wracked by Nightmares,,"<b>Revelation</b> - Exhaust all assets you control and put Wracked by Nightmares into play in your threat area.
Assets you control cannot ready.
[action] [action]: Discard Wracked by Nightmares.","<b>Revelation</b> - Exhaust all assets you control and put Wracked by Nightmares into play in your threat area.
Assets you control cannot ready.
[action] [action]: Discard Wracked by Nightmares.",1,,,,,,FALSE,,1,,Madness.,Madness.,,,,Colin Boyer,FALSE,FALSE,FALSE,,,d421da41-f879-45d0-9409-d5691fecf56e,https://arkhamdb.com/card/02015,/bundles/cards/02015.png,,,,,,,weakness,Weakness,,,{'investigator': {'02005': '02005'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,02005
fhvp,The Feast of Hemlock Vale Investigator Expansion,investigator,Investigator,guardian,Guardian,1,FALSE,FALSE,10001,Wilson Richards,Wilson Richards,The Handyman,"Reduce the resource cost of the first [[Tool]] asset you play each round by 1.
You get +1 skill value during skill tests on [[Tool]] assets.
[elder_sign] effect: +0. You may swap a [[Tool]] asset in your play area with a [[Tool]] asset in your hand with equal or lower printed cost.","Reduce the resource cost of the first [[Tool]] asset you play each round by 1.
You get +1 skill value during skill tests on [[Tool]] assets.
[elder_sign] effect: +0. You may swap a [[Tool]] asset in your play area with a [[Tool]] asset in your hand with equal or lower printed cost.",1,3,3,3,3,8,FALSE,6,1,,Drifter.,Drifter.,"{'size': 30, 'card': {'10002': {'10002': '10002'}, '10003': {'10003': '10003'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'trait': ['tool'], 'level': {'min': 0, 'max': 5}}, {'faction': ['guardian'], 'level': {'min': 0, 'max': 4}}, {'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['improvised', 'upgrade'], 'level': {'min': 0, 'max': 1}, 'limit': 5}]",,Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: [[Tool]] cards level 0-5, Guardian cards ([guardian]) level 0-4, Neutral cards level 0-5, up to 5 other [[Improvised]] and/or [[Upgrade]] cards level 0-1.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Ad Hoc, Hasty Repairs, 1 random basic weakness.","Wilson takes pride in always having the right tool for the job. Leaky plumbing? Pipe wrench. Fallen tree? Hand saw. Interior remodeling? Sledgehammer. But recently his jobs in and around Arkham have taken on a certain strangeness. Creaky floorboards give way to labyrinthine tunnels. A broken roof shows signs of bursting outward instead of collapsing inward. It's Wilson's job to fix problems, and when those problems involve bizarre and horrifying creatures and unexplained phenomena, well, then it's time to get creative with what he's got.",f6cc888e-08e8-4124-9a98-cc84696a2886:3371bcc6-1acc-4dee-a6bc-2daa0b31306b,https://arkhamdb.com/card/10001,/bundles/cards/10001.png,/bundles/cards/10001b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10001
